num_client;numero_commande;date;montant_des_produits;remise_sur_produits;montant_livraison;remise_sur_livraison;montant_total_paye;date_modifiee;date_sas
ID_104491;296014;27-mars-21;20;;4.49;;24.49;27-mar-21;27MAR2021
ID_104537;307030;30-mai-21;25.5;;3.99;;29.49;30-may-21;30MAY2021
ID_104811;279437;12-janv-21;20;;6.8;;26.8;12-jan-21;12JAN2021
ID_104837;396123;20-sept-22;556.5;;50;;606.5;20-sep-22;20SEP2022
ID_104857;291811;28-févr-21;39.5;;8;;47.5;28-feb-21;28FEB2021
ID_104878;289558;19-févr-21;16;;3.99;;19.99;19-feb-21;19FEB2021
ID_104892;288345;12-févr-21;62.5;;8;;70.5;12-feb-21;12FEB2021
ID_104897;331896;10-oct-21;41.5;;4.49;;45.99;10-oct-21;10OCT2021
ID_104910;324132;28-déc-21;25;;6.8;;31.8;28-dec-21;28DEC2021
ID_104938;285460;02-févr-21;274;;29.99;;303.99;02-feb-21;02FEB2021
ID_105074;289261;17-févr-21;26;;3.49;;29.49;17-feb-21;17FEB2021
ID_105103;290904;26-févr-21;250;;29.99;;279.99;26-feb-21;26FEB2021
ID_105286;354684;21-janv-22;32;;6.49;;38.49;21-jan-22;21JAN2022
ID_105304;347325;15-déc-21;98;;12.99;;110.99;15-dec-21;15DEC2021
ID_105430;277458;08-janv-21;45;;8;;53;08-jan-21;08JAN2021
ID_105431;291791;28-févr-21;114;;9.6;;123.6;28-feb-21;28FEB2021
ID_105562;335520;03-nov-21;298;;19.49;;317.49;03-nov-21;03NOV2021
ID_105607;281286;21-janv-21;16;;4.7;;20.7;21-jan-21;21JAN2021
ID_105658;297550;02-avr-21;59.5;;8;;67.5;02-apr-21;02APR2021
ID_105945;390692;26-juil-22;210;;8.49;;218.49;26-jul-22;26JUL2022
ID_106;300685;15-avr-21;148.5;-148.5;29.99;-29.99;;15-apr-21;15APR2021
ID_106207;279295;12-janv-21;142;;12.99;;154.99;12-jan-21;12JAN2021
ID_106365;323250;22-déc-21;91;;19.49;;110.49;22-dec-21;22DEC2021
ID_106509;299697;11-avr-21;75;;19.49;;94.49;11-apr-21;11APR2021
ID_106597;297932;03-avr-21;59.5;;4.99;-4.99;59.5;03-apr-21;03APR2021
ID_106777;302595;01-mai-21;45;;3.99;;48.99;01-may-21;01MAY2021
ID_106925;295173;21-mars-21;156;;9.99;;165.99;21-mar-21;21MAR2021
ID_106970;373389;16-avr-22;120;;12.25;-12.25;120;16-apr-22;16APR2022
ID_106976;313440;02-juil-21;213.5;;29.99;-29.99;213.5;02-jul-21;02JUL2021
ID_106996;308302;05-juin-21;150;;6.8;;156.8;05-jun-21;05JUN2021
ID_107257;297305;31-mars-21;64.5;;5.49;;69.99;31-mar-21;31MAR2021
ID_107278;287873;11-févr-21;29;;3.99;;32.99;11-feb-21;11FEB2021
ID_107372;383964;27-juin-22;401.2;;40;;441.2;27-jun-22;27JUN2022
ID_107401;295384;22-mars-21;55;;3.99;;58.99;22-mar-21;22MAR2021
ID_107450;292106;01-mars-21;41.5;;4.49;;45.99;01-mar-21;01MAR2021
ID_107573;277639;09-janv-21;58.6;;9.6;;68.2;09-jan-21;09JAN2021
ID_107620;344356;30-nov-21;414;;29.99;;443.99;30-nov-21;30NOV2021
ID_107700;290982;26-févr-21;250;;29.99;;279.99;26-feb-21;26FEB2021
ID_107749;295924;27-mars-21;175;;44;;219;27-mar-21;27MAR2021
ID_107762;288082;12-févr-21;55;;4.99;;59.99;12-feb-21;12FEB2021
ID_107807;281888;21-janv-21;49;;6.8;;55.8;21-jan-21;21JAN2021
ID_107846;377830;21-mai-22;104.5;-15;9.49;;98.99;21-may-22;21MAY2022
ID_107908;402172;08-nov-22;49;;12.99;;61.99;08-nov-22;08NOV2022
ID_107991;342210;23-nov-21;165;;19.49;;184.49;23-nov-21;23NOV2021
ID_107998;319458;29-juil-21;35.95;;4.7;-4.7;35.95;29-jul-21;29JUL2021
ID_108106;332749;16-oct-21;22;;6.8;;28.8;16-oct-21;16OCT2021
ID_108433;297660;02-avr-21;178.5;;12.8;-12.8;178.5;02-apr-21;02APR2021
ID_109605;369191;31-mars-22;16;;12;;28;31-mar-22;31MAR2022
ID_109694;298557;06-avr-21;31;;8;;39;06-apr-21;06APR2021
ID_109974;285234;02-févr-21;45;;4.49;;49.49;02-feb-21;02FEB2021
ID_110305;346809;11-déc-21;215;;8;;223;11-dec-21;11DEC2021
ID_111100;298313;05-avr-21;215;;29.99;;244.99;05-apr-21;05APR2021
ID_111899;280678;17-janv-21;55;;3.49;;58.49;17-jan-21;17JAN2021
ID_112374;292404;03-mars-21;32.5;;4.49;;36.99;03-mar-21;03MAR2021
ID_112721;378691;28-mai-22;25;;5.2;;30.2;28-may-22;28MAY2022
ID_113565;299972;12-avr-21;160;-25;29.99;;164.99;12-apr-21;12APR2021
ID_114262;316970;18-juil-21;188;;9.99;-9.99;188;18-jul-21;18JUL2021
ID_114482;304327;12-mai-21;18;;4.7;;22.7;12-may-21;12MAY2021
ID_114525;295864;26-mars-21;59;;8;;67;26-mar-21;26MAR2021
ID_114621;311341;25-juin-21;29;;6.8;;35.8;25-jun-21;25JUN2021
ID_115439;302533;01-mai-21;164;;8;;172;01-may-21;01MAY2021
ID_116371;297050;30-mars-21;310;-35;45.49;;320.49;30-mar-21;30MAR2021
ID_116670;357932;30-janv-22;111.5;-22.3;12.99;;102.19;30-jan-22;30JAN2022
ID_118562;288696;14-févr-21;35;;3.99;;38.99;14-feb-21;14FEB2021
ID_118926;288807;14-févr-21;29.5;;3.99;;33.49;14-feb-21;14FEB2021
ID_119056;295067;20-mars-21;19;;4.99;;23.99;20-mar-21;20MAR2021
ID_120953;288520;13-févr-21;97;;8;;105;13-feb-21;13FEB2021
ID_122129;295572;24-mars-21;325;;7.99;;332.99;24-mar-21;24MAR2021
ID_1227;300589;14-avr-21;228;;8;;236;14-apr-21;14APR2021
ID_122953;286252;06-févr-21;54.9;;5.99;;60.89;06-feb-21;06FEB2021
ID_123067;276537;01-janv-21;30;;4.7;;34.7;01-jan-21;01JAN2021
ID_123198;287906;11-févr-21;179;;5.99;-5.99;179;11-feb-21;11FEB2021
ID_123200;277818;09-janv-21;28;;4.49;;32.49;09-jan-21;09JAN2021
ID_123256;405925;30-nov-22;20;;26;;46;30-nov-22;30NOV2022
ID_123669;371538;08-avr-22;43.5;;8.49;;51.99;08-apr-22;08APR2022
ID_123969;398732;12-oct-22;58;;8.5;;66.5;12-oct-22;12OCT2022
ID_124419;278642;11-janv-21;39.5;;8;;47.5;11-jan-21;11JAN2021
ID_124810;407026;05-déc-22;39;;5.2;;44.2;05-dec-22;05DEC2022
ID_1250;308584;06-juin-21;75;;3.99;;78.99;06-jun-21;06JUN2021
ID_125026;288980;16-févr-21;15;;4.7;;19.7;16-feb-21;16FEB2021
ID_126290;342989;25-nov-21;37;;4.7;;41.7;25-nov-21;25NOV2021
ID_126938;307580;01-juin-21;16;;3.99;;19.99;01-jun-21;01JUN2021
ID_126949;378399;26-mai-22;29.5;;5.99;;35.49;26-may-22;26MAY2022
ID_127248;402583;10-nov-22;24;;7.49;;31.49;10-nov-22;10NOV2022
ID_127373;305878;23-mai-21;31;;4.7;;35.7;23-may-21;23MAY2021
ID_127639;349360;04-janv-22;79;;19.49;;98.49;04-jan-22;04JAN2022
ID_127713;348645;26-déc-21;52;;4.7;-4.7;52;26-dec-21;26DEC2021
ID_127790;289919;22-févr-21;10;;3.99;-3.99;10;22-feb-21;22FEB2021
ID_127859;404503;19-nov-22;18;;8.99;;26.99;19-nov-22;19NOV2022
ID_127940;338810;13-nov-21;27.5;;4.99;;32.49;13-nov-21;13NOV2021
ID_128025;326478;12-sept-21;58;;4.99;;62.99;12-sep-21;12SEP2021
ID_128074;290860;26-févr-21;75;;19.49;;94.49;26-feb-21;26FEB2021
ID_128144;335548;04-nov-21;15;;6.8;;21.8;04-nov-21;04NOV2021
ID_128357;286641;08-févr-21;42;;8;;50;08-feb-21;08FEB2021
ID_128505;289882;21-févr-21;81;;8;;89;21-feb-21;21FEB2021
ID_128525;279697;13-janv-21;22.9;;6.8;;29.7;13-jan-21;13JAN2021
ID_128542;360364;07-févr-22;178;;8;;186;07-feb-22;07FEB2022
ID_128545;309554;13-juin-21;30.93;;18.8;;49.73;13-jun-21;13JUN2021
ID_128590;326672;13-sept-21;177.1;;19.49;-3.49;193.1;13-sep-21;13SEP2021
ID_128700;317223;19-juil-21;90.5;-9.05;19.49;;100.94;19-jul-21;19JUL2021
ID_128730;287036;10-févr-21;23.5;;6.8;;30.3;10-feb-21;10FEB2021
ID_128758;304680;14-mai-21;39.2;;4.7;-4.7;39.2;14-may-21;14MAY2021
ID_128823;332850;17-oct-21;109;;8;;117;17-oct-21;17OCT2021
ID_128858;326785;13-sept-21;52.95;;9.6;;62.55;13-sep-21;13SEP2021
ID_129081;280676;17-janv-21;19;;4.7;;23.7;17-jan-21;17JAN2021
ID_129373;289175;17-févr-21;116;;11.2;;127.2;17-feb-21;17FEB2021
ID_1351;293335;10-mars-21;52.5;;4.99;;57.49;10-mar-21;10MAR2021
ID_145136;287982;11-févr-21;55;;4.99;;59.99;11-feb-21;11FEB2021
ID_145163;282106;22-janv-21;17.5;;4.7;;22.2;22-jan-21;22JAN2021
ID_145265;280377;15-janv-21;39;;3.99;;42.99;15-jan-21;15JAN2021
ID_145468;305876;23-mai-21;20;;4.7;;24.7;23-may-21;23MAY2021
ID_145619;292327;03-mars-21;85;;12.99;;97.99;03-mar-21;03MAR2021
ID_145654;308343;05-juin-21;520;;12.8;;532.8;05-jun-21;05JUN2021
ID_145672;394591;11-sept-22;51;;8.49;;59.49;11-sep-22;11SEP2022
ID_145688;315131;10-juil-21;22.8;-2.28;6.8;;27.32;10-jul-21;10JUL2021
ID_145731;337951;11-nov-21;48;;4.7;;52.7;11-nov-21;11NOV2021
ID_145773;298494;06-avr-21;474;;45.49;;519.49;06-apr-21;06APR2021
ID_145785;287693;11-févr-21;29;;3.99;;32.99;11-feb-21;11FEB2021
ID_145819;285112;02-févr-21;9.5;;3.49;;12.99;02-feb-21;02FEB2021
ID_145869;321938;13-déc-21;19.5;;4.99;;24.49;13-dec-21;13DEC2021
ID_146001;380872;12-juin-22;25;;4.6;;29.6;12-jun-22;12JUN2022
ID_146092;312431;28-juin-21;25;;6.8;;31.8;28-jun-21;28JUN2021
ID_146290;298706;07-avr-21;125;-25;19.49;;119.49;07-apr-21;07APR2021
ID_146312;372352;10-avr-22;465;;29.5;-29.5;465;10-apr-22;10APR2022
ID_146331;306960;29-mai-21;95;;19.49;;114.49;29-may-21;29MAY2021
ID_146346;358102;30-janv-22;119;-20;19.49;;118.49;30-jan-22;30JAN2022
ID_146364;293757;12-mars-21;276;;12.99;;288.99;12-mar-21;12MAR2021
ID_146402;400668;27-oct-22;119;;32;;151;27-oct-22;27OCT2022
ID_146482;299375;11-avr-21;19;;4.7;;23.7;11-apr-21;11APR2021
ID_146529;291314;26-févr-21;75;;19.49;;94.49;26-feb-21;26FEB2021
ID_146656;281773;21-janv-21;81;-16.2;5.49;;70.29;21-jan-21;21JAN2021
ID_146753;282835;24-janv-21;30;-6;4.99;;28.99;24-jan-21;24JAN2021
ID_146905;327033;14-sept-21;30.8;;6.8;;37.6;14-sep-21;14SEP2021
ID_146911;297260;31-mars-21;98;;29.99;;127.99;31-mar-21;31MAR2021
ID_146993;314007;04-juil-21;50;;19.49;;69.49;04-jul-21;04JUL2021
ID_147254;340502;18-nov-21;29;;3.99;;32.99;18-nov-21;18NOV2021
ID_147302;293058;08-mars-21;194;;29.99;;223.99;08-mar-21;08MAR2021
ID_147514;312536;29-juin-21;59;;8;;67;29-jun-21;29JUN2021
ID_147549;351109;11-janv-22;25;;4.49;;29.49;11-jan-22;11JAN2022
ID_147614;299671;11-avr-21;105;;19.49;;124.49;11-apr-21;11APR2021
ID_147640;303107;04-mai-21;85;;8;;93;04-may-21;04MAY2021
ID_147719;373112;14-avr-22;89;;12.25;;101.25;14-apr-22;14APR2022
ID_147964;302979;03-mai-21;41;;6.8;;47.8;03-may-21;03MAY2021
ID_148150;291249;26-févr-21;175;;37;;212;26-feb-21;26FEB2021
ID_148394;291065;26-févr-21;135;;19.49;;154.49;26-feb-21;26FEB2021
ID_148442;356869;28-janv-22;29;;12.99;;41.99;28-jan-22;28JAN2022
ID_148450;296461;28-mars-21;58.5;;8;;66.5;28-mar-21;28MAR2021
ID_148513;352465;16-janv-22;121.3;;28.8;;150.1;16-jan-22;16JAN2022
ID_148696;291146;26-févr-21;170;-10;19.49;;179.49;26-feb-21;26FEB2021
ID_148818;325986;11-sept-21;310;;9.99;-9.99;310;11-sep-21;11SEP2021
ID_148889;281862;21-janv-21;110.9;-22.18;5.99;;94.71;21-jan-21;21JAN2021
ID_148992;291205;26-févr-21;175;;29.99;;204.99;26-feb-21;26FEB2021
ID_149003;326525;13-sept-21;42.5;;12.99;-12.99;42.5;13-sep-21;13SEP2021
ID_149107;279048;11-janv-21;68.5;;8;;76.5;11-jan-21;11JAN2021
ID_149235;320863;06-déc-21;29;;4.49;;33.49;06-dec-21;06DEC2021
ID_149365;276720;03-janv-21;231;;3.99;;234.99;03-jan-21;03JAN2021
ID_149503;326522;13-sept-21;26;;4.49;;30.49;13-sep-21;13SEP2021
ID_149524;301672;23-avr-21;10;;6.8;;16.8;23-apr-21;23APR2021
ID_149626;324947;04-sept-21;124;;4.49;;128.49;04-sep-21;04SEP2021
ID_149780;298029;04-avr-21;59.5;;8;;67.5;04-apr-21;04APR2021
ID_149789;282825;24-janv-21;25;;6.8;;31.8;24-jan-21;24JAN2021
ID_149833;282573;23-janv-21;25;;3.99;;28.99;23-jan-21;23JAN2021
ID_149927;315253;10-juil-21;39.5;;9.6;;49.1;10-jul-21;10JUL2021
ID_150025;295005;20-mars-21;26;;3.99;;29.99;20-mar-21;20MAR2021
ID_150032;310623;20-juin-21;280;;45.49;;325.49;20-jun-21;20JUN2021
ID_150197;327394;16-sept-21;790;;29.99;;819.99;16-sep-21;16SEP2021
ID_150260;349677;07-janv-22;22;;4.49;;26.49;07-jan-22;07JAN2022
ID_150443;323302;22-déc-21;33.5;;4.7;-4.7;33.5;22-dec-21;22DEC2021
ID_150456;320906;06-déc-21;52.1;;5.49;;57.59;06-dec-21;06DEC2021
ID_150547;327841;18-sept-21;14;;3.99;;17.99;18-sep-21;18SEP2021
ID_150632;279627;13-janv-21;109;;4.49;;113.49;13-jan-21;13JAN2021
ID_150762;363288;21-févr-22;130.5;;9.6;;140.1;21-feb-22;21FEB2022
ID_150818;325169;06-sept-21;17;;3.99;;20.99;06-sep-21;06SEP2021
ID_151045;279405;12-janv-21;450;;53.19;-53.19;450;12-jan-21;12JAN2021
ID_151176;282564;23-janv-21;25;;6.8;;31.8;23-jan-21;23JAN2021
ID_151188;377263;15-mai-22;36;;7.49;;43.49;15-may-22;15MAY2022
ID_151204;282742;23-janv-21;37.5;;8;;45.5;23-jan-21;23JAN2021
ID_151286;276722;03-janv-21;11.5;;6.8;;18.3;03-jan-21;03JAN2021
ID_151442;283878;27-janv-21;189.3;;12.8;;202.1;27-jan-21;27JAN2021
ID_151592;278050;09-janv-21;300;-20;53.19;;333.19;09-jan-21;09JAN2021
ID_151597;299430;11-avr-21;160;-25;19.49;;154.49;11-apr-21;11APR2021
ID_152014;284945;01-févr-21;38.5;;6.8;;45.3;01-feb-21;01FEB2021
ID_152041;283814;27-janv-21;35;;4.7;;39.7;27-jan-21;27JAN2021
ID_152069;281408;21-janv-21;;;;;;21-jan-21;21JAN2021
ID_152222;303306;05-mai-21;90;;19.49;-19.49;90;05-may-21;05MAY2021
ID_152258;335074;03-nov-21;40;;3.99;;43.99;03-nov-21;03NOV2021
ID_152326;285296;02-févr-21;33.5;;6.8;;40.3;02-feb-21;02FEB2021
ID_152477;291330;26-févr-21;40;;4.49;-4.49;40;26-feb-21;26FEB2021
ID_152557;371162;07-avr-22;37.5;;8.49;;45.99;07-apr-22;07APR2022
ID_152822;363215;21-févr-22;19;;4.49;;23.49;21-feb-22;21FEB2022
ID_152923;329608;27-sept-21;35;;4.99;;39.99;27-sep-21;27SEP2021
ID_152953;286276;06-févr-21;76.5;;5.49;;81.99;06-feb-21;06FEB2021
ID_153023;282869;24-janv-21;52.8;-10.56;8;;50.24;24-jan-21;24JAN2021
ID_153120;317950;23-juil-21;170;;29.99;;199.99;23-jul-21;23JUL2021
ID_153889;335922;04-nov-21;12.5;;3.49;;15.99;04-nov-21;04NOV2021
ID_153953;349160;31-déc-21;75;;3.99;;78.99;31-dec-21;31DEC2021
ID_153996;372643;12-avr-22;930;;55;-55;930;12-apr-22;12APR2022
ID_154044;299723;11-avr-21;135;;19.49;;154.49;11-apr-21;11APR2021
ID_154138;298682;07-avr-21;10;;4.7;;14.7;07-apr-21;07APR2021
ID_154164;304834;16-mai-21;159;;19.49;;178.49;16-may-21;16MAY2021
ID_154167;278883;11-janv-21;144.5;;7.99;;152.49;11-jan-21;11JAN2021
ID_154181;297561;02-avr-21;59.5;;4.99;-4.99;59.5;02-apr-21;02APR2021
ID_154358;289147;17-févr-21;27;;6.8;;33.8;17-feb-21;17FEB2021
ID_154473;297722;02-avr-21;59.5;;4.99;-4.99;59.5;02-apr-21;02APR2021
ID_154613;319137;28-juil-21;9.9;;6.8;;16.7;28-jul-21;28JUL2021
ID_154744;311241;24-juin-21;29;;6.8;;35.8;24-jun-21;24JUN2021
ID_154784;300576;14-avr-21;78;;6.8;;84.8;14-apr-21;14APR2021
ID_154963;308399;05-juin-21;75;;3.99;;78.99;05-jun-21;05JUN2021
ID_155056;372859;13-avr-22;695;;32;-32;695;13-apr-22;13APR2022
ID_155312;406657;04-déc-22;39;;5.2;;44.2;04-dec-22;04DEC2022
ID_155377;282153;22-janv-21;6.95;;3.99;;10.94;22-jan-21;22JAN2021
ID_155500;337989;11-nov-21;28;;3.49;;31.49;11-nov-21;11NOV2021
ID_155563;323363;22-déc-21;50;;4.99;;54.99;22-dec-21;22DEC2021
ID_155574;286238;06-févr-21;61;;8;;69;06-feb-21;06FEB2021
ID_155678;331362;06-oct-21;56;;4.49;;60.49;06-oct-21;06OCT2021
ID_155708;298803;07-avr-21;59.5;;4.99;-4.99;59.5;07-apr-21;07APR2021
ID_155729;283646;26-janv-21;27;-5.4;4.49;;26.09;26-jan-21;26JAN2021
ID_155844;290252;23-févr-21;27.4;;4.99;-4.99;27.4;23-feb-21;23FEB2021
ID_156060;395701;17-sept-22;327;;;-29.5;327;17-sep-22;17SEP2022
ID_156112;364728;27-févr-22;53;;4.49;;57.49;27-feb-22;27FEB2022
ID_156432;306706;28-mai-21;95;;19.49;;114.49;28-may-21;28MAY2021
ID_156441;365239;03-mars-22;59;;9.6;;68.6;03-mar-22;03MAR2022
ID_156459;288675;13-févr-21;58;;4.99;;62.99;13-feb-21;13FEB2021
ID_156585;354044;19-janv-22;38.4;;4.7;;43.1;19-jan-22;19JAN2022
ID_156615;358557;01-févr-22;27;;6.8;;33.8;01-feb-22;01FEB2022
ID_156655;294556;16-mars-21;30;;6.8;;36.8;16-mar-21;16MAR2021
ID_156700;318722;25-juil-21;47;;5.99;;52.99;25-jul-21;25JUL2021
ID_156720;306563;27-mai-21;74;;8;;82;27-may-21;27MAY2021
ID_156830;364879;01-mars-22;29.5;;6.8;;36.3;01-mar-22;01MAR2022
ID_156865;310894;21-juin-21;55;;4.99;;59.99;21-jun-21;21JUN2021
ID_156867;292926;06-mars-21;20;;4.49;;24.49;06-mar-21;06MAR2021
ID_156875;349353;04-janv-22;141;;29.99;;170.99;04-jan-22;04JAN2022
ID_157921;297457;01-avr-21;14.5;;3.99;;18.49;01-apr-21;01APR2021
ID_158124;325779;10-sept-21;39;;4.99;;43.99;10-sep-21;10SEP2021
ID_158149;281393;21-janv-21;29;;3.99;;32.99;21-jan-21;21JAN2021
ID_158230;304285;12-mai-21;12.5;;3.49;;15.99;12-may-21;12MAY2021
ID_158268;288704;14-févr-21;54;;8;;62;14-feb-21;14FEB2021
ID_158284;325020;05-sept-21;56;;6.8;;62.8;05-sep-21;05SEP2021
ID_158411;284720;31-janv-21;70;;6.8;;76.8;31-jan-21;31JAN2021
ID_158493;297775;02-avr-21;73;;5.49;;78.49;02-apr-21;02APR2021
ID_158600;311111;23-juin-21;130;;29.99;;159.99;23-jun-21;23JUN2021
ID_158619;300933;16-avr-21;75;;19.49;;94.49;16-apr-21;16APR2021
ID_158674;287577;11-févr-21;515;;29.99;-29.99;515;11-feb-21;11FEB2021
ID_158809;306362;26-mai-21;59;;19.49;;78.49;26-may-21;26MAY2021
ID_158983;327059;14-sept-21;15;;3.99;;18.99;14-sep-21;14SEP2021
ID_159207;297828;03-avr-21;700;-25;44;-44;675;03-apr-21;03APR2021
ID_159211;302363;29-avr-21;35;;3.99;;38.99;29-apr-21;29APR2021
ID_159673;339584;15-nov-21;16;;4.7;;20.7;15-nov-21;15NOV2021
ID_160003;308112;04-juin-21;32.5;;9.6;;42.1;04-jun-21;04JUN2021
ID_160205;291726;28-févr-21;15.5;;4.7;;20.2;28-feb-21;28FEB2021
ID_160323;283998;28-janv-21;55;;9.6;;64.6;28-jan-21;28JAN2021
ID_160359;367385;21-mars-22;107;-20;19.49;;106.49;21-mar-22;21MAR2022
ID_160646;318925;26-juil-21;62.4;;4.7;-4.7;62.4;26-jul-21;26JUL2021
ID_160658;383459;25-juin-22;102.4;-15;12.25;;99.65;25-jun-22;25JUN2022
ID_160826;301315;19-avr-21;10;;3.99;;13.99;19-apr-21;19APR2021
ID_161031;298444;05-avr-21;;;;;;05-apr-21;05APR2021
ID_161052;335652;04-nov-21;25;;6.8;;31.8;04-nov-21;04NOV2021
ID_161099;281816;21-janv-21;59.5;-11.9;7.99;;55.59;21-jan-21;21JAN2021
ID_161231;291202;26-févr-21;320;;29.99;;349.99;26-feb-21;26FEB2021
ID_161377;290747;25-févr-21;32.5;;5.99;-5.99;32.5;25-feb-21;25FEB2021
ID_161910;335128;03-nov-21;25;;4.7;;29.7;03-nov-21;03NOV2021
ID_162048;343461;26-nov-21;199;;22;;221;26-nov-21;26NOV2021
ID_162078;283308;25-janv-21;54.2;-10.84;4.49;;47.85;25-jan-21;25JAN2021
ID_162891;338586;12-nov-21;32;;4.49;;36.49;12-nov-21;12NOV2021
ID_162937;299610;11-avr-21;250;;29.99;;279.99;11-apr-21;11APR2021
ID_162939;280098;15-janv-21;44;;3.99;;47.99;15-jan-21;15JAN2021
ID_162995;278222;09-janv-21;27.8;;8;;35.8;09-jan-21;09JAN2021
ID_163000;293635;11-mars-21;15;;4.7;;19.7;11-mar-21;11MAR2021
ID_163017;295563;24-mars-21;38.5;;3.99;;42.49;24-mar-21;24MAR2021
ID_163059;310320;19-juin-21;55;;8;;63;19-jun-21;19JUN2021
ID_163161;306349;26-mai-21;85;;29.99;;114.99;26-may-21;26MAY2021
ID_163375;313681;03-juil-21;446;;84.99;;530.99;03-jul-21;03JUL2021
ID_163381;282759;23-janv-21;25;;3.99;;28.99;23-jan-21;23JAN2021
ID_163420;285967;04-févr-21;48.5;;5.99;;54.49;04-feb-21;04FEB2021
ID_163443;310991;22-juin-21;107;;5.99;;112.99;22-jun-21;22JUN2021
ID_163484;310718;20-juin-21;58;;4.99;;62.99;20-jun-21;20JUN2021
ID_163720;371610;08-avr-22;156;;19.5;;175.5;08-apr-22;08APR2022
ID_163746;289735;20-févr-21;238;;8;;246;20-feb-21;20FEB2021
ID_163954;277472;08-janv-21;165;;29.99;;194.99;08-jan-21;08JAN2021
ID_164069;312611;29-juin-21;6.6;;3.99;;10.59;29-jun-21;29JUN2021
ID_164090;308047;04-juin-21;7.5;;4.7;;12.2;04-jun-21;04JUN2021
ID_164105;335971;04-nov-21;12.5;;3.49;;15.99;04-nov-21;04NOV2021
ID_164348;296751;29-mars-21;82.7;;11.2;;93.9;29-mar-21;29MAR2021
ID_164364;375687;04-mai-22;;;;;;04-may-22;04MAY2022
ID_164446;366004;09-mars-22;495;;29.99;;524.99;09-mar-22;09MAR2022
ID_164645;276532;01-janv-21;160;-15;8;;153;01-jan-21;01JAN2021
ID_164663;349423;05-janv-22;95;;4.49;;99.49;05-jan-22;05JAN2022
